key,press_time,release_time,platform_id,session_id,user_ids
'e',1.650982804945524e+18,1.65098279487902e+18,1,1,3
'.',1.650982806531276e+18,1.650982806650576e+18,1,1,3
Key.space,1.650982806755456e+18,1.650982806927936e+18,1,1,3
Key.shift_r,1.65098280868504e+18,1.650982593756639e+18,1,1,3
Key.space,1.650982809190521e+18,1.650982809330753e+18,1,1,3
'a',1.650982809437573e+18,1.65098278025044e+18,1,1,3
'l',1.650982809541833e+18,1.650982809657648e+18,1,1,3
's',1.650982813542327e+18,1.650982780383708e+18,1,1,3
'o',1.65098281364659e+18,1.650982787879213e+18,1,1,3
Key.space,1.650982813879283e+18,1.650982813975382e+18,1,1,3
'f',1.650982813986709e+18,1.65098274962642e+18,1,1,3
'i',1.65098281408308e+18,1.650982634639523e+18,1,1,3
'n',1.65098281411803e+18,1.650982814283165e+18,1,1,3
'd',1.650982815055323e+18,1.650982793565157e+18,1,1,3
Key.space,1.650982815167016e+18,1.65098281525222e+18,1,1,3
't',1.650982815271407e+18,1.65098278342423e+18,1,1,3
'h',1.650982815376509e+18,1.650982801892665e+18,1,1,3
'e',1.650982815503596e+18,1.650982796408874e+18,1,1,3
's',1.650982815719183e+18,1.650982783700408e+18,1,1,3
'e',1.650982815942509e+18,1.650982802412181e+18,1,1,3
Key.space,1.650982816238221e+18,1.650982816354154e+18,1,1,3
't',1.650982816358377e+18,1.65098278694635e+18,1,1,3
'y',1.650982816884083e+18,1.650982694505368e+18,1,1,3
'p',1.650982817114331e+18,1.65098277597027e+18,1,1,3
'e',1.650982817174166e+18,1.650982805090345e+18,1,1,3
's',1.650982817376363e+18,1.650982786753504e+18,1,1,3
Key.space,1.65098281744327e+18,1.650982817543178e+18,1,1,3
'o',1.650982817606943e+18,1.650982788679007e+18,1,1,3
'f',1.650982817669861e+18,1.65098277877052e+18,1,1,3
Key.space,1.65098281773891e+18,1.650982817935251e+18,1,1,3
'm',1.650982817850797e+18,1.650982796929107e+18,1,1,3
'o',1.650982818179336e+18,1.650982794391596e+18,1,1,3
'v',1.65098281843004e+18,1.65098281851475e+18,1,1,3
'i',1.650982818591183e+18,1.650982635167646e+18,1,1,3
'e',1.650982818695362e+18,1.650982815608632e+18,1,1,3
's',1.650982818882233e+18,1.650982787672023e+18,1,1,3
Key.space,1.650982819021825e+18,1.650982819121307e+18,1,1,3
't',1.650982819110118e+18,1.650982787968162e+18,1,1,3
'o',1.650982819190165e+18,1.650982796085891e+18,1,1,3
Key.space,1.650982819338217e+18,1.650982819434246e+18,1,1,3
'b',1.650982819509792e+18,1.650982745838059e+18,1,1,3
'e',1.650982819570898e+18,1.650982816130527e+18,1,1,3
Key.space,1.650982819710141e+18,1.650982819799023e+18,1,1,3
'a',1.65098281983134e+18,1.65098278586313e+18,1,1,3
Key.space,1.650982820679098e+18,1.650982820755328e+18,1,1,3
'b',1.650982820863476e+18,1.650982779829803e+18,1,1,3
'i',1.650982820900658e+18,1.650982635822558e+18,1,1,3
't',1.650982821021372e+18,1.650982788977092e+18,1,1,3
Key.space,1.650982821249826e+18,1.650982821350209e+18,1,1,3
'f',1.650982821433925e+18,1.65098279050979e+18,1,1,3
'r',1.650982821493723e+18,1.650982788776505e+18,1,1,3
'u',1.650982821619796e+18,1.650982769921625e+18,1,1,3
's',1.650982821719367e+18,1.650982788423313e+18,1,1,3
't',1.650982821883603e+18,1.650982790563238e+18,1,1,3
'r',1.650982822074199e+18,1.650982790719873e+18,1,1,3
't',1.650982822238959e+18,1.650982793084438e+18,1,1,3
'a',1.650982822286404e+18,1.650982786375524e+18,1,1,3
'i',1.650982822520807e+18,1.650982643328162e+18,1,1,3
'n',1.650982822588384e+18,1.650982822749236e+18,1,1,3
'g',1.650982822791714e+18,1.650982771094419e+18,1,1,3
"""comma""",1.650982822925774e+18,1.65098282303819e+18,1,1,3
Key.space,1.650982823119215e+18,1.650982823222893e+18,1,1,3
'b',1.65098282345602e+18,1.65098278732331e+18,1,1,3
'e',1.650982823538687e+18,1.650982817282412e+18,1,1,3
'v',1.650982823706103e+18,1.650982823794019e+18,1,1,3
'a',1.650982823790385e+18,1.650982790061538e+18,1,1,3
'u',1.650982823883313e+18,1.650982780307321e+18,1,1,3
's',1.650982824023349e+18,1.650982796239104e+18,1,1,3
'e',1.650982824258139e+18,1.650982818787581e+18,1,1,3
'a',1.650982825764601e+18,1.650982793678021e+18,1,1,3
'u',1.650982825865122e+18,1.65098280211945e+18,1,1,3
's',1.650982825960858e+18,1.650982802178105e+18,1,1,3
'e',1.650982826158401e+18,1.650982819669753e+18,1,1,3
Key.space,1.650982826234563e+18,1.650982826306572e+18,1,1,3
't',1.650982826398428e+18,1.650982795229827e+18,1,1,3
'h',1.650982826594858e+18,1.650982803436726e+18,1,1,3
'e',1.650982826665898e+18,1.650982823655217e+18,1,1,3
'y',1.650982826788493e+18,1.650982698036211e+18,1,1,3
Key.space,1.650982826931995e+18,1.650982827051125e+18,1,1,3
't',1.650982827172296e+18,1.650982795577279e+18,1,1,3
'e',1.650982827222521e+18,1.650982824299978e+18,1,1,3
'n',1.650982827422589e+18,1.650982827550713e+18,1,1,3
'd',1.650982827558016e+18,1.650982804031889e+18,1,1,3
Key.space,1.650982827651368e+18,1.65098282777878e+18,1,1,3
't',1.650982827821744e+18,1.650982799207594e+18,1,1,3
'o',1.650982827890714e+18,1.650982799292065e+18,1,1,3
Key.space,1.65098282800786e+18,1.650982828116001e+18,1,1,3
'b',1.650982828189274e+18,1.650982819616828e+18,1,1,3
'e',1.650982828238408e+18,1.650982826290522e+18,1,1,3
Key.space,1.650982828355359e+18,1.650982828421489e+18,1,1,3
'b',1.6509828285236e+18,1.650982820965169e+18,1,1,3
'a',1.650982828574434e+18,1.650982795540126e+18,1,1,3
's',1.650982828738444e+18,1.650982813699123e+18,1,1,3
'e',1.650982828938528e+18,1.650982826797998e+18,1,1,3
'd',1.650982829076507e+18,1.650982815182643e+18,1,1,3
Key.space,1.650982829141335e+18,1.650982829225015e+18,1,1,3
'o',1.650982829288469e+18,1.650982802088916e+18,1,1,3
'n',1.650982829376774e+18,1.650982829471733e+18,1,1,3
Key.space,1.650982829551385e+18,1.650982829663909e+18,1,1,3
't',1.650982829594414e+18,1.650982799585624e+18,1,1,3
'r',1.650982829679196e+18,1.650982795945554e+18,1,1,3
'u',1.650982829813556e+18,1.650982821722999e+18,1,1,3
Key.space,1.650982830095592e+18,1.650982830255872e+18,1,1,3
's',1.650982830423599e+18,1.650982815811579e+18,1,1,3
't',1.650982830567534e+18,1.650982815377772e+18,1,1,3
'o',1.650982830790554e+18,1.65098280363187e+18,1,1,3
'r',1.650982830878407e+18,1.650982821606318e+18,1,1,3
'e',1.650982831018332e+18,1.65098282733853e+18,1,1,3
'i',1.650982831466732e+18,1.650982646102695e+18,1,1,3
'e',1.650982831541382e+18,1.650982828358222e+18,1,1,3
's',1.650982831731831e+18,1.650982817542698e+18,1,1,3
"""comma""",1.650982831784118e+18,1.6509828319149e+18,1,1,3
"""comma""",1.650982833010645e+18,1.650982833077975e+18,1,1,3
Key.space,1.650982833163715e+18,1.650982833226406e+18,1,1,3
'y',1.650982833315591e+18,1.650982718619863e+18,1,1,3
'e',1.650982833354435e+18,1.650982829026028e+18,1,1,3
't',1.650982833504839e+18,1.650982816482448e+18,1,1,3
Key.space,1.650982833660701e+18,1.650982833749767e+18,1,1,3
Key.right,1.650982836472235e+18,1.650982836584849e+18,1,1,3
'e',1.650982836850578e+18,1.650982831171922e+18,1,1,3
't',1.650982838037068e+18,1.650982819250121e+18,1,1,3
'h',1.650982838155277e+18,1.650982815519031e+18,1,1,3
'e',1.650982838221425e+18,1.650982831643093e+18,1,1,3
Key.space,1.650982838274328e+18,1.650982838371144e+18,1,1,3
'p',1.650982838464499e+18,1.650982785904814e+18,1,1,3
'e',1.650982838495387e+18,1.650982833491237e+18,1,1,3
'o',1.650982838576607e+18,1.650982813822541e+18,1,1,3
'p',1.650982838684487e+18,1.650982786086189e+18,1,1,3
'l',1.650982838800359e+18,1.6509828389088e+18,1,1,3
'e',1.650982838868383e+18,1.650982836994733e+18,1,1,3
Key.space,1.650982839004168e+18,1.650982839104838e+18,1,1,3
'h',1.650982839235288e+18,1.650982826689532e+18,1,1,3
'o',1.650982839362205e+18,1.650982817702095e+18,1,1,3
Key.space,1.65098283953827e+18,1.650982839622403e+18,1,1,3
't',1.650982839621843e+18,1.650982821166354e+18,1,1,3
'h',1.650982839747366e+18,1.65098283824107e+18,1,1,3
'e',1.650982839941106e+18,1.650982838317504e+18,1,1,3
'y',1.650982840041156e+18,1.65098272497106e+18,1,1,3
Key.space,1.650982840165256e+18,1.650982840303964e+18,1,1,3
'a',1.650982840312221e+18,1.650982801612752e+18,1,1,3
'r',1.650982840471557e+18,1.650982822150215e+18,1,1,3
'e',1.650982840559246e+18,1.650982838621821e+18,1,1,3
Key.space,1.650982840599194e+18,1.650982840676047e+18,1,1,3
'b',1.650982840747308e+18,1.650982823551115e+18,1,1,3
'a',1.650982840794793e+18,1.650982804593508e+18,1,1,3
's',1.650982840939115e+18,1.65098281901813e+18,1,1,3
'e',1.650982841164333e+18,1.65098283898458e+18,1,1,3
'd',1.650982841300986e+18,1.650982827693525e+18,1,1,3
Key.space,1.650982841348114e+18,1.650982841442085e+18,1,1,3
'o',1.65098284150811e+18,1.650982818283613e+18,1,1,3
'n',1.65098284165605e+18,1.650982841748672e+18,1,1,3
Key.space,1.650982841842225e+18,1.650982841945706e+18,1,1,3
'f',1.650982843023252e+18,1.65098281412184e+18,1,1,3
'f',1.650982843155171e+18,1.650982817810806e+18,1,1,3
Key.space,1.650982843187649e+18,1.650982843278034e+18,1,1,3
'o',1.650982843303689e+18,1.650982819294276e+18,1,1,3
'n',1.650982843420868e+18,1.650982843488128e+18,1,1,3
'f',1.65098284420669e+18,1.650982821550655e+18,1,1,3
Key.space,1.650982844315288e+18,1.650982844403693e+18,1,1,3
'a',1.650982844461513e+18,1.650982809616647e+18,1,1,3
'n',1.650982844574135e+18,1.650982844662419e+18,1,1,3
'f',1.650982844689514e+18,1.650982843083414e+18,1,1,3
Key.space,1.650982844753277e+18,1.650982844857233e+18,1,1,3
't',1.650982844942221e+18,1.650982821956268e+18,1,1,3
'h',1.650982845054921e+18,1.650982839358454e+18,1,1,3
'e',1.650982846211269e+18,1.650982840056194e+18,1,1,3
'i',1.650982846348363e+18,1.650982647244547e+18,1,1,3
Key.space,1.650982850198316e+18,1.650982850305943e+18,1,1,3
's',1.650982850320747e+18,1.650982821875182e+18,1,1,3
'h',1.650982850607669e+18,1.650982839866986e+18,1,1,3
'o',1.650982850852192e+18,1.65098282798316e+18,1,1,3
'o',1.650982851006694e+18,1.650982829435529e+18,1,1,3
'l',1.650982851177994e+18,1.650982851261591e+18,1,1,3
's',1.650982851224473e+18,1.650982824130955e+18,1,1,3
Key.space,1.650982851333749e+18,1.650982851454762e+18,1,1,3
't',1.650982851522224e+18,1.65098282233047e+18,1,1,3
'h',1.650982851590754e+18,1.650982845138495e+18,1,1,3
'y',1.650982851805058e+18,1.650982789430538e+18,1,1,3
Key.space,1.6509828519507e+18,1.650982852131289e+18,1,1,3
'a',1.650982852805048e+18,1.650982819955313e+18,1,1,3
't',1.650982853047931e+18,1.650982826490339e+18,1,1,3
Key.space,1.650982853190773e+18,1.650982853271809e+18,1,1,3
't',1.650982853337514e+18,1.650982827254787e+18,1,1,3
'h',1.650982853505191e+18,1.650982850727929e+18,1,1,3
'e',1.650982853597951e+18,1.650982840668179e+18,1,1,3
's',1.650982854128449e+18,1.6509828260729e+18,1,1,3
'e',1.650982854323444e+18,1.650982841248801e+18,1,1,3
Key.space,1.65098285453184e+18,1.650982854593084e+18,1,1,3
't',1.650982856393256e+18,1.650982827958372e+18,1,1,3
'a',1.650982856575808e+18,1.650982822435106e+18,1,1,3
'l',1.650982856679712e+18,1.650982856774772e+18,1,1,3
'e',1.650982856755865e+18,1.650982846395232e+18,1,1,3
's',1.650982856951605e+18,1.650982828860046e+18,1,1,3
Key.space,1.650982857047766e+18,1.650982857191864e+18,1,1,3
'o',1.650982857456196e+18,1.650982830905419e+18,1,1,3
'm',1.650982857535721e+18,1.65098280476286e+18,1,1,3
'e',1.650982857579598e+18,1.650982853730101e+18,1,1,3
Key.space,1.650982857728616e+18,1.650982857856597e+18,1,1,3
'f',1.650982857885786e+18,1.650982843270161e+18,1,1,3
'r',1.650982858005161e+18,1.65098282981175e+18,1,1,3
'o',1.650982858138012e+18,1.650982838755647e+18,1,1,3
'm',1.650982858188924e+18,1.650982818015485e+18,1,1,3
Key.space,1.650982858420697e+18,1.650982858525385e+18,1,1,3
'o',1.650982858836761e+18,1.650982839471727e+18,1,1,3
'f',1.650982858915917e+18,1.650982844338097e+18,1,1,3
't',1.6509828591351e+18,1.650982829738635e+18,1,1,3
'e',1.650982859227759e+18,1.650982854454672e+18,1,1,3
'n',1.650982859390643e+18,1.650982859502161e+18,1,1,3
Key.space,1.650982859575403e+18,1.650982859687696e+18,1,1,3
'n',1.650982859831531e+18,1.65098285993248e+18,1,1,3
'e',1.650982859895746e+18,1.650982856856127e+18,1,1,3
'v',1.650982860064829e+18,1.650982860167434e+18,1,1,3
'e',1.650982860132826e+18,1.65098285770085e+18,1,1,3
'r',1.650982860257288e+18,1.650982831073902e+18,1,1,3
Key.space,1.650982860344565e+18,1.650982860461432e+18,1,1,3
's',1.650982860460374e+18,1.650982830575299e+18,1,1,3
'e',1.650982860624728e+18,1.650982859355915e+18,1,1,3
'e',1.650982860787767e+18,1.650982860015049e+18,1,1,3
Key.space,1.650982860863694e+18,1.650982860960703e+18,1,1,3
't',1.650982860987096e+18,1.650982830643308e+18,1,1,3
'h',1.650982861074724e+18,1.650982851671506e+18,1,1,3
'e',1.650982861174068e+18,1.650982860300952e+18,1,1,3
'a',1.65098286481633e+18,1.650982823958465e+18,1,1,3
'n',1.650982864928354e+18,1.65098286501653e+18,1,1,3
'y',1.650982865111319e+18,1.650982816963755e+18,1,1,3
Key.space,1.650982865240039e+18,1.650982865329535e+18,1,1,3
'o',1.650982865382236e+18,1.650982841671205e+18,1,1,3
'f',1.650982865453272e+18,1.650982844808852e+18,1,1,3
Key.space,1.650982865558459e+18,1.650982865658664e+18,1,1,3
't',1.650982865681686e+18,1.650982833606377e+18,1,1,3
'h',1.650982865753785e+18,1.650982853661712e+18,1,1,3
'e',1.650982865833536e+18,1.650982860712877e+18,1,1,3
Key.space,1.650982865884729e+18,1.650982865997961e+18,1,1,3
'm',1.650982866068737e+18,1.650982857639486e+18,1,1,3
'o',1.650982866875834e+18,1.650982843503626e+18,1,1,3
'n',1.650982867000131e+18,1.650982867138131e+18,1,1,3
'e',1.650982867110605e+18,1.650982860895207e+18,1,1,3
'y',1.650982867255388e+18,1.65098282687179e+18,1,1,3
Key.space,1.650982867369176e+18,1.650982867477638e+18,1,1,3
'o',1.650982867814403e+18,1.650982850927618e+18,1,1,3
'r',1.650982868290326e+18,1.650982840626976e+18,1,1,3
Key.space,1.650982868447157e+18,1.650982868538844e+18,1,1,3
'm',1.650982868715358e+18,1.650982858318236e+18,1,1,3
'u',1.650982868916267e+18,1.650982824049952e+18,1,1,3
'h',1.65098286926225e+18,1.650982861166568e+18,1,1,3
Key.space,1.650982869426095e+18,1.650982869510738e+18,1,1,3
'h',1.65098286970082e+18,1.650982865829232e+18,1,1,3
'a',1.650982869818169e+18,1.650982825972145e+18,1,1,3
'n',1.650982870351668e+18,1.65098287043158e+18,1,1,3
'g',1.650982870621174e+18,1.650982822902989e+18,1,1,3
'e',1.650982870704809e+18,1.65098286133076e+18,1,1,3
Key.space,1.650982870824305e+18,1.650982870933322e+18,1,1,3
't',1.650982870949115e+18,1.650982838165643e+18,1,1,3
'o',1.6509828710246e+18,1.6509828510792e+18,1,1,3
Key.space,1.6509828711614e+18,1.650982871255929e+18,1,1,3
't',1.650982871236766e+18,1.650982839743202e+18,1,1,3
'h',1.650982871325521e+18,1.650982869330359e+18,1,1,3
'e',1.650982871495513e+18,1.650982866013154e+18,1,1,3
'u',1.65098287154717e+18,1.650982826007944e+18,1,1,3
'r',1.650982871686667e+18,1.650982858139215e+18,1,1,3
Key.space,1.650982871799115e+18,1.650982871922522e+18,1,1,3
'i',1.650982873027233e+18,1.650982654579042e+18,1,1,3
'r',1.650982873122963e+18,1.650982860371291e+18,1,1,3
'u',1.650982873492052e+18,1.650982829975353e+18,1,1,3
'm',1.650982873629314e+18,1.650982866144085e+18,1,1,3
's',1.650982873778108e+18,1.650982831890251e+18,1,1,3
't',1.650982873935219e+18,1.650982845092817e+18,1,1,3
'a',1.650982873977007e+18,1.650982828778588e+18,1,1,3
'n',1.650982874129255e+18,1.650982874260557e+18,1,1,3
'e',1.650982874307939e+18,1.650982867259142e+18,1,1,3
's',1.650982874499302e+18,1.65098284108853e+18,1,1,3
'.',1.650982874616005e+18,1.650982874736485e+18,1,1,3
Key.space,1.650982874863295e+18,1.650982874982683e+18,1,1,3
Key.shift_r,1.650982888861551e+18,1.650982596417657e+18,1,1,3
'a',1.650982889454475e+18,1.650982840407657e+18,1,1,3
'm',1.650982889545481e+18,1.650982868791027e+18,1,1,3
'u',1.650982889740607e+18,1.650982869000403e+18,1,1,3
'l',1.650982889928261e+18,1.650982890040346e+18,1,1,3
'e',1.650982889959784e+18,1.650982870832108e+18,1,1,3
Key.space,1.650982890116255e+18,1.650982890248709e+18,1,1,3
'e',1.650982891704467e+18,1.650982871570274e+18,1,1,3
'l',1.650982891787797e+18,1.650982891897189e+18,1,1,3
Key.space,1.650982891994303e+18,1.650982892093556e+18,1,1,3
Key.shift_r,1.650982892186407e+18,1.650982614736418e+18,1,1,3
Key.space,1.650982892623529e+18,1.650982892727481e+18,1,1,3
Key.shift_r,1.65098289280135e+18,1.65098261679641e+18,1,1,3
'k',1.650982893461043e+18,1.650982893553791e+18,1,1,3
Key.shift_r,1.650982895484366e+18,1.650982632646947e+18,1,1,3
'k',1.650982896152569e+18,1.650982896268494e+18,1,1,3
's',1.650982896289317e+18,1.650982850456652e+18,1,1,3
'o',1.650982896397163e+18,1.650982857595411e+18,1,1,3
'n',1.650982896513167e+18,1.650982896713529e+18,1,1,3
'a',1.650982898828142e+18,1.650982840988118e+18,1,1,3
'k',1.650982899577161e+18,1.650982899725364e+18,1,1,3
's',1.650982899674e+18,1.650982851381832e+18,1,1,3
'o',1.65098289976174e+18,1.650982858256818e+18,1,1,3
'n',1.650982899877126e+18,1.650982900081519e+18,1,1,3
Key.space,1.650982900879185e+18,1.65098290099543e+18,1,1,3
'a',1.650982902789026e+18,1.650982844634072e+18,1,1,3
'p',1.650982902916895e+18,1.650982817248861e+18,1,1,3
'p',1.650982903038096e+18,1.650982838588106e+18,1,1,3
'e',1.650982903084794e+18,1.650982874416528e+18,1,1,3
'a',1.650982903255839e+18,1.650982852967783e+18,1,1,3
'r',1.650982903445635e+18,1.650982868418332e+18,1,1,3
's',1.650982903612491e+18,1.650982854257155e+18,1,1,3
Key.space,1.650982903735777e+18,1.650982903832337e+18,1,1,3
't',1.650982903831643e+18,1.650982851637906e+18,1,1,3
'o',1.65098290391607e+18,1.650982858939471e+18,1,1,3
Key.space,1.650982904025511e+18,1.650982904138975e+18,1,1,3
'b',1.65098290421077e+18,1.650982828273386e+18,1,1,3
't',1.650982904299141e+18,1.650982853124084e+18,1,1,3
Key.space,1.650982904398744e+18,1.650982904489774e+18,1,1,3
'e',1.650982904463071e+18,1.650982890081388e+18,1,1,3
't',1.650982904624985e+18,1.650982853429036e+18,1,1,3
'h',1.650982904795044e+18,1.650982869771054e+18,1,1,3
'e',1.650982904902824e+18,1.650982891831187e+18,1,1,3
Key.space,1.650982904990972e+18,1.650982905107079e+18,1,1,3
'e',1.650982907123611e+18,1.650982903194191e+18,1,1,3
Key.space,1.650982907227257e+18,1.650982907308024e+18,1,1,3
't',1.650982907417575e+18,1.650982856485818e+18,1,1,3
'h',1.650982907584682e+18,1.650982871417458e+18,1,1,3
'e',1.65098290759645e+18,1.65098290459519e+18,1,1,3
't',1.65098290784986e+18,1.650982859231701e+18,1,1,3
'e',1.650982907924655e+18,1.650982905033597e+18,1,1,3
'a',1.650982908104075e+18,1.650982856706569e+18,1,1,3
'h',1.650982908301593e+18,1.650982904913761e+18,1,1,3
'e',1.650982908406234e+18,1.650982907283435e+18,1,1,3
'r',1.65098290852668e+18,1.650982871814339e+18,1,1,3
Key.space,1.650982908614516e+18,1.650982908674495e+18,1,1,3
'i',1.650982908720763e+18,1.650982669370809e+18,1,1,3
'n',1.650982908796872e+18,1.650982908893248e+18,1,1,3
Key.space,1.650982908977885e+18,1.650982909065259e+18,1,1,3
't',1.65098290906385e+18,1.650982861117382e+18,1,1,3
'h',1.650982909181602e+18,1.650982907681549e+18,1,1,3
'e',1.650982909265701e+18,1.650982907722738e+18,1,1,3
Key.space,1.650982909380898e+18,1.650982909525498e+18,1,1,3
Key.space,1.650982911187689e+18,1.650982911385242e+18,1,1,3
'm',1.650982913069615e+18,1.650982873745379e+18,1,1,3
'o',1.65098291316319e+18,1.650982865506038e+18,1,1,3
'v',1.650982913293771e+18,1.65098291342081e+18,1,1,3
'i',1.650982913409605e+18,1.650982670770372e+18,1,1,3
'e',1.650982913509298e+18,1.650982908017944e+18,1,1,3
"""comma""",1.650982913646568e+18,1.650982913734681e+18,1,1,3
Key.space,1.65098291381429e+18,1.650982913890706e+18,1,1,3
'n',1.650982914030715e+18,1.650982914097438e+18,1,1,3
'a',1.650982914065341e+18,1.650982864984099e+18,1,1,3
'a',1.6509829149985e+18,1.650982869958449e+18,1,1,3
'n',1.650982915137462e+18,1.650982915217319e+18,1,1,3
'd',1.650982915194602e+18,1.650982829232863e+18,1,1,3
Key.space,1.650982915306292e+18,1.6509829153578e+18,1,1,3
'h',1.650982915414797e+18,1.650982908399019e+18,1,1,3
'e',1.650982915495743e+18,1.650982908578898e+18,1,1,3
Key.space,1.650982915571193e+18,1.650982915668408e+18,1,1,3
'h',1.65098291575849e+18,1.650982909273106e+18,1,1,3
'a',1.650982915848379e+18,1.650982874086494e+18,1,1,3
's',1.650982915915951e+18,1.650982857098358e+18,1,1,3
Key.space,1.650982916030206e+18,1.650982916136279e+18,1,1,3
'q',1.650982916864647e+18,1.650982917027226e+18,1,1,3
'u',1.650982916984477e+18,1.65098287168293e+18,1,1,3
'i',1.650982917101032e+18,1.650982671640366e+18,1,1,3
't',1.650982917356487e+18,1.650982865804963e+18,1,1,3
'e',1.650982917399152e+18,1.650982909420777e+18,1,1,3
Key.space,1.650982917519634e+18,1.650982917592478e+18,1,1,3
't',1.650982917645916e+18,1.650982871073315e+18,1,1,3
'h',1.650982917819972e+18,1.650982915483644e+18,1,1,3
'e',1.650982917871294e+18,1.650982913614144e+18,1,1,3
Key.space,1.650982917975383e+18,1.650982918092609e+18,1,1,3
'e',1.650982919289221e+18,1.650982915617171e+18,1,1,3
'n',1.650982919404851e+18,1.650982919501334e+18,1,1,3
'o',1.65098291958847e+18,1.650982867050058e+18,1,1,3
'r',1.650982919688081e+18,1.650982873252362e+18,1,1,3
'm',1.650982919772422e+18,1.650982889633634e+18,1,1,3
'o',1.65098291990018e+18,1.650982867878464e+18,1,1,3
'u',1.650982920183441e+18,1.650982873531279e+18,1,1,3
's',1.650982920222047e+18,1.650982860572923e+18,1,1,3
Key.space,1.650982920319123e+18,1.650982920470722e+18,1,1,3
'f',1.650982925855335e+18,1.650982858057402e+18,1,1,3
'i',1.650982925964448e+18,1.650982679676475e+18,1,1,3
'm',1.650982926286479e+18,1.650982913248548e+18,1,1,3
Key.space,1.650982926481164e+18,1.650982926621635e+18,1,1,3
'=',1.650982930422249e+18,1.650982930467761e+18,1,1,3
'l',1.650982931483199e+18,1.650982892534102e+18,1,1,3
'm',1.650982931665899e+18,1.650982919931536e+18,1,1,3
Key.space,1.650982931820139e+18,1.65098293192288e+18,1,1,3
'a',1.650982932020067e+18,1.650982889608673e+18,1,1,3
'r',1.65098293216014e+18,1.650982903542866e+18,1,1,3
'e',1.650982932363991e+18,1.650982917523482e+18,1,1,3
'e',1.650982932492195e+18,1.650982917979247e+18,1,1,3
'r',1.650982932628033e+18,1.650982908674078e+18,1,1,3
'.',1.650982933264332e+18,1.650982933340286e+18,1,1,3
Key.space,1.650982933428004e+18,1.650982933560291e+18,1,1,3
Key.shift_r,1.650982938735942e+18,1.65098266931163e+18,1,1,3
Key.space,1.650982940565777e+18,1.650982940652188e+18,1,1,3
'a',1.650982940644676e+18,1.650982893273536e+18,1,1,3
'm',1.650982940725864e+18,1.650982926406562e+18,1,1,3
Key.space,1.65098294091296e+18,1.650982940968376e+18,1,1,3
'h',1.650982941012583e+18,1.650982915834317e+18,1,1,3
'a',1.65098294109254e+18,1.650982895967859e+18,1,1,3
'p',1.650982941386719e+18,1.650982838879292e+18,1,1,3
'y',1.650982941754708e+18,1.650982833395498e+18,1,1,3
Key.space,1.650982941900226e+18,1.650982941983627e+18,1,1,3
'h',1.650982942006765e+18,1.650982917915532e+18,1,1,3
'e',1.650982943059419e+18,1.650982919433292e+18,1,1,3
Key.space,1.650982943167514e+18,1.650982943266538e+18,1,1,3
'f',1.650982943333512e+18,1.650982859076904e+18,1,1,3
'i',1.650982943397386e+18,1.65098268245347e+18,1,1,3
'n',1.650982943492562e+18,1.650982943611697e+18,1,1,3
'a',1.650982943561404e+18,1.650982898972445e+18,1,1,3
'l',1.650982943677448e+18,1.650982931574399e+18,1,1,3
'l',1.65098294380567e+18,1.650982943769586e+18,1,1,3
'y',1.650982944042536e+18,1.650982840117788e+18,1,1,3
Key.space,1.650982944168356e+18,1.650982944263397e+18,1,1,3
'g',1.650982944247703e+18,1.650982870731937e+18,1,1,3
'o',1.650982944328617e+18,1.650982871110206e+18,1,1,3
't',1.650982944388509e+18,1.650982871340353e+18,1,1,3
Key.space,1.650982944475583e+18,1.650982944588652e+18,1,1,3
'a',1.650982944626412e+18,1.650982902939919e+18,1,1,3
'n',1.650982944710531e+18,1.65098294479888e+18,1,1,3
Key.space,1.650982944849415e+18,1.650982944929864e+18,1,1,3
'o',1.650982945009388e+18,1.650982896604377e+18,1,1,3
's',1.65098294509237e+18,1.650982873934043e+18,1,1,3
'a',1.650982945415795e+18,1.650982903388531e+18,1,1,3
'r',1.650982945666601e+18,1.650982919799148e+18,1,1,3
Key.space,1.650982945766242e+18,1.650982945862232e+18,1,1,3
't',1.650982945893868e+18,1.650982874017382e+18,1,1,3
'h',1.650982945978498e+18,1.650982941112414e+18,1,1,3
'i',1.650982946042763e+18,1.650982683156685e+18,1,1,3
's',1.650982946106517e+18,1.650982874642846e+18,1,1,3
Key.space,1.650982946260669e+18,1.650982946338466e+18,1,1,3
'y',1.650982946434491e+18,1.650982851892094e+18,1,1,3
'e',1.65098294648635e+18,1.650982932437365e+18,1,1,3
'a',1.65098294666056e+18,1.650982908207975e+18,1,1,3
'r',1.650982946796538e+18,1.650982932240195e+18,1,1,3
'.',1.650982947144084e+18,1.650982947289734e+18,1,1,3
Key.shift,1.650982955626733e+18,1.650982956970953e+18,1,1,3
Key.cmd,1.650982959866632e+18,1.650982522931369e+18,1,1,3
Key.cmd,1.650982960815671e+18,1.650982960406753e+18,1,1,3
Key.right,1.650983523938543e+18,1.650983524150866e+18,1,2,3
'1',1.65098353177033e+18,1.650983531921407e+18,1,2,3
Key.left,1.650983535243873e+18,1.650983535351555e+18,1,2,3
Key.right,1.650983537115008e+18,1.650983537221979e+18,1,2,3
'l',1.65098353871003e+18,1.650983536317417e+18,1,2,3
'.',1.650983538893978e+18,1.65098353901361e+18,1,2,3
'n',1.650983557084223e+18,1.650983557195915e+18,1,2,3
'g',1.650983557127295e+18,1.65098353818533e+18,1,2,3
