P,'b',1650117448.8597848
R,'b',1650117449.0037088
P,'f',1650117449.1475031
R,'f',1650117449.259531
P,'g',1650117449.649761
R,'g',1650117449.786043
P,'n',1650117449.992647
R,'n',1650117450.1368861
P,'v',1650117450.30272
R,'v',1650117450.434752
P,Key.ctrl,1650117451.363394
P,'c',1650117451.732548
P,'d',1650117453.254561
R,'d',1650117453.42699
P,'f',1650117453.542211
R,'f',1650117453.6748118
P,'v',1650117453.779275
R,'v',1650117453.9598641
P,'f',1650117454.094142
R,'f',1650117454.181535
P,'f',1650117454.296432
R,'f',1650117454.428888
P,'v',1650117454.5606048
R,'v',1650117454.772892
P,'g',1650117455.142237
R,'g',1650117455.350902
P,'h',1650117455.487246
R,'h',1650117455.6635149
P,'b',1650117455.811276
R,'b',1650117455.999499
P,Key.ctrl,1650117456.467669
P,'c',1650117456.9030359
Press or Release,Key,Time
P,'d',1650117769.0288289
R,'d',1650117769.16886
P,'c',1650117770.379134
R,'c',1650117770.651649
P,Key.ctrl,1650117771.9873931
P,'c',1650117772.879068
P,'d',1650117774.479491
R,'d',1650117774.622377
P,'e',1650117775.965576
R,'e',1650117776.185565
P,'f',1650117776.660129
R,'f',1650117776.863728
P,'c',1650117777.392977
R,'c',1650117777.589592
P,'v',1650117777.7672262
R,'v',1650117777.979101
P,'g',1650117778.757109
R,'g',1650117778.929249
P,'v',1650117779.234835
R,'v',1650117779.3950012
P,Key.ctrl,1650117785.9701278
P,'c',1650117786.989664
Press or Release,Key,Time
P,Key.cmd,1650126847.753579
P,Key.tab,1650126847.789349
R,Key.cmd,1650126847.864981
R,Key.tab,1650126847.939129
P,Key.cmd,1650126848.797801
P,Key.tab,1650126848.849738
R,Key.tab,1650126849.018652
P,Key.tab,1650126849.465515
R,Key.tab,1650126849.588159
R,Key.cmd,1650126849.6614761
R,<0>,1650126849.918418
P,Key.ctrl,1650126850.634932
P,'c',1650126851.264429
R,'c',1650126851.5581791
P,'c',1650126851.688524
R,'c',1650126851.8164558
P,'c',1650126851.89271
R,'c',1650126852.0364192
P,'c',1650126852.1804538
R,'c',1650126852.244698
R,Key.ctrl,1650126852.31676
P,Key.cmd,1650126852.4799192
P,Key.tab,1650126852.5409532
R,Key.cmd,1650126852.628559
R,Key.tab,1650126852.68091
P,Key.cmd,1650126853.1365252
P,Key.tab,1650126853.17234
R,Key.tab,1650126853.403994
P,Key.tab,1650126853.7203462
R,Key.cmd,1650126853.805279
R,Key.tab,1650126853.811211
R,<0>,1650126854.059207
P,Key.cmd,1650126854.757827
P,Key.tab,1650126854.789802
R,Key.cmd,1650126854.8668869
R,Key.tab,1650126854.909749
P,Key.cmd,1650126855.57863
P,Key.tab,1650126855.6038342
R,Key.tab,1650126855.766355
P,Key.tab,1650126856.1826959
R,Key.tab,1650126856.2749
R,Key.cmd,1650126856.28159
R,<0>,1650126856.541039
P,Key.ctrl,1650126857.772405
P,'c',1650126858.23226
R,'c',1650126858.336309
P,'c',1650126858.448492
R,'c',1650126858.532405
P,'c',1650126858.620376
R,'c',1650126858.732235
R,Key.ctrl,1650126858.841439
P,Key.cmd,1650126859.04951
P,Key.tab,1650126859.1219358
R,Key.tab,1650126859.233183
R,Key.cmd,1650126859.253454
P,Key.cmd,1650126859.9523468
P,Key.tab,1650126860.00459
R,Key.tab,1650126860.1403708
P,Key.tab,1650126860.50524
R,Key.cmd,1650126860.596241
R,Key.tab,1650126860.6049988
R,<0>,1650126860.849417
P,Key.cmd,1650126862.7007449
P,Key.tab,1650126862.78425
R,Key.cmd,1650126862.883204
R,Key.tab,1650126862.984612
P,Key.cmd,1650126863.209136
P,Key.tab,1650126863.257092
R,Key.cmd,1650126863.345419
R,Key.tab,1650126863.446455
P,Key.cmd,1650126863.8879309
P,Key.tab,1650126863.9492228
R,Key.tab,1650126864.133424
P,Key.tab,1650126865.531177
R,Key.tab,1650126865.7192729
R,Key.cmd,1650126865.779781
R,<0>,1650126866.0594308
P,Key.ctrl,1650126869.800628
P,'c',1650126870.1684039
R,'c',1650126870.2642171
P,'c',1650126870.365164
R,'c',1650126870.452422
P,'c',1650126870.528084
R,'c',1650126870.668173
P,'c',1650126870.9843142
R,'c',1650126871.163975
P,'c',1650126871.261787
R,'c',1650126871.392173
P,'c',1650126871.477993
R,'c',1650126871.599734
P,'c',1650126871.649958
R,'c',1650126871.92942
P,'c',1650126872.024043
R,'c',1650126872.119539
R,Key.ctrl,1650126872.204339
P,Key.cmd,1650126872.430609
P,Key.tab,1650126872.4761212
R,Key.cmd,1650126872.5559769
R,Key.tab,1650126872.613322
P,Key.ctrl,1650126873.579774
P,'c',1650126874.02303
P,Key.ctrl,1650126876.905459
P,'c',1650126877.300119
Press or Release,Key,Time
P,Key.cmd,1650293869.006044
P,Key.down,1650293869.111265
R,Key.down,1650293869.307334
P,Key.down,1650293869.611715
R,Key.down,1650293869.876313
R,Key.cmd,1650293870.452839
P,Key.cmd,1650293914.316381
P,'w',1650293914.46851
R,'w',1650293914.596965
P,'w',1650293916.228384
R,'w',1650293916.413572
R,Key.cmd,1650293917.100244
P,Key.ctrl,1650294006.704469
P,'c',1650294007.0993311
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
P,'c',1650299929.254446
R,'c',1650299929.998328
P,Key.enter,1650299930.61
R,Key.enter,1650299935.1021461
P,Key.enter,1650299938.224172
P,Key.enter,1650299942.986824
R,Key.enter,1650299959.984171
R,<0>,1650299961.174206
Press or Release,Key,Time
P,Key.ctrl,1650309516.321769
R,Key.ctrl,1650309517.6800199
P,Key.ctrl,1650309521.2978718
P,'c',1650309522.903428
R,Key.ctrl,1650309524.074006
P,Key.ctrl,1650309527.5265448
P,'c',1650309528.07426
Press or Release,Key,Time
P,Key.ctrl,1650341170.990449
P,'c',1650341171.7582982
P,'c',1650341173.534335
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
Press or Release,Key,Time
