
Che' Johnson- McGregor
**********************************
P,Key.cmd, 1651155988054920000
P,Key.tab, 1651155988939017000
R,Key.tab, 1651155989150093000
R,Key.cmd, 1651155989218321000
R,<0>, 1651155989476919000
P,'f', 1651155992846288000
R,'f', 1651155992945575000
P,'a', 1651155992958016000
R,'a', 1651155993041107000
P,'c', 1651155993075573000
R,'c', 1651155993179388000
P,'e', 1651155993258491000
R,'e', 1651155993382164000
P,'f', 1651156006795687000
R,'f', 1651156006879047000
P,'d', 1651156007900911000
R,'d', 1651156007964899000
P,'i', 1651156008006602000
R,'i', 1651156008091155000
P,Key.backspace, 1651156022238681000
R,Key.backspace, 1651156022294605000
P,Key.backspace, 1651156022353143000
R,Key.backspace, 1651156022445474000
P,'p', 1651156023036308000
R,'p', 1651156023144486000
P,'d', 1651156023556468000
R,'d', 1651156023648370000
P,'1', 1651156024797393000
R,'1', 1651156024920683000
P,'s', 1651156025389272000
R,'s', 1651156025505260000
P,'o', 1651156025569151000
R,'o', 1651156025653312000
P,'c', 1651156025776963000
R,'c', 1651156025869369000
P,'i', 1651156025928986000
R,'i', 1651156026009424000
P,'a', 1651156026102030000
R,'a', 1651156026170338000
P,'l', 1651156026235840000
R,'l', 1651156026301247000
P,Key.shift, 1651156028240196000
P,'@', 1651156029612555000
R,'@', 1651156029711679000
R,Key.shift, 1651156029804145000
P,'g', 1651156030548175000
R,'g', 1651156030628154000
P,'m', 1651156030825903000
R,'m', 1651156030938460000
P,'a', 1651156030945407000
R,'a', 1651156031066211000
P,'i', 1651156031097449000
R,'i', 1651156031169884000
P,'l', 1651156031287998000
R,'l', 1651156031387929000
P,'.', 1651156031882320000
R,'.', 1651156031998604000
P,'c', 1651156032156921000
R,'c', 1651156032225367000
P,'o', 1651156032284788000
R,'o', 1651156032378366000
P,'m', 1651156032521975000
R,'m', 1651156032652854000
P,Key.shift, 1651156038570982000
R,Key.shift, 1651156039034920000
P,Key.shift, 1651156043606754000
R,Key.shift, 1651156044050878000
P,Key.shift, 1651156092769818000
P,'I', 1651156092931010000
R,'I', 1651156093034613000
R,Key.shift, 1651156093122985000
P,Key.space, 1651156093403898000
R,Key.space, 1651156093519111000
P,'b', 1651156093734441000
R,'b', 1651156093818427000
P,'e', 1651156093990840000
R,'e', 1651156094054973000
P,'l', 1651156094133510000
R,'l', 1651156094205657000
P,'e', 1651156094216880000
P,Key.backspace, 1651156094903783000
R,Key.backspace, 1651156094999089000
P,'i', 1651156095181897000
P,'o', 1651156095184099000
R,'o', 1651156095211520000
R,'i', 1651156095248978000
P,Key.backspace, 1651156096173668000
R,Key.backspace, 1651156096309742000
P,'e', 1651156096616640000
R,'e', 1651156096681908000
P,'v', 1651156096698604000
R,'v', 1651156096765315000
P,'e', 1651156096774145000
R,'e', 1651156096855079000
P,Key.space, 1651156096916515000
R,Key.space, 1651156097000826000
P,'t', 1651156097240925000
R,'t', 1651156097315418000
P,'h', 1651156097410504000
R,'h', 1651156097494719000
P,'a', 1651156097523514000
R,'a', 1651156097591922000
P,'t', 1651156097636632000
R,'t', 1651156097692863000
P,Key.space, 1651156097842548000
R,Key.space, 1651156097932253000
P,'w', 1651156098886826000
R,'w', 1651156098967919000
P,'i', 1651156099042643000
R,'i', 1651156099126858000
P,Key.backspace, 1651156099431872000
R,Key.backspace, 1651156099470642000
P,Key.backspace, 1651156099682471000
R,Key.backspace, 1651156099754852000
P,Key.shift, 1651156100191919000
P,'W', 1651156100424610000
R,Key.shift, 1651156100447492000
R,'w', 1651156100548910000
P,'i', 1651156100635562000
R,'i', 1651156100708303000
P,'l', 1651156100904546000
R,'l', 1651156100952421000
P,'l', 1651156101021687000
R,'l', 1651156101109715000
P,Key.space, 1651156101318189000
R,Key.space, 1651156101416393000
P,Key.shift, 1651156101705927000
P,'S', 1651156101918405000
R,Key.shift, 1651156101937463000
R,'s', 1651156102038451000
P,'m', 1651156102050314000
R,'m', 1651156102122703000
P,'i', 1651156102247746000
R,'i', 1651156102306498000
P,'h', 1651156102869621000
R,'h', 1651156103000986000
P,Key.backspace, 1651156103586602000
R,Key.backspace, 1651156103686890000
P,'t', 1651156103799430000
R,'t', 1651156103867644000
P,'h', 1651156103914483000
R,'h', 1651156104010319000
P,Key.space, 1651156104181564000
R,Key.space, 1651156104289186000
P,'c', 1651156106426491000
R,'c', 1651156106502782000
P,'o', 1651156106520004000
R,'o', 1651156106597925000
P,'u', 1651156106735585000
R,'u', 1651156106820379000
P,'l', 1651156106971329000
R,'l', 1651156107043181000
P,'d', 1651156107095220000
R,'d', 1651156107166952000
P,Key.space, 1651156107221171000
R,Key.space, 1651156107293331000
P,'h', 1651156107439673000
R,'h', 1651156107510819000
P,'a', 1651156107544101000
R,'a', 1651156107578598000
R,'v', 1651156107748335000
P,'e', 1651156107815056000
R,'e', 1651156107901592000
P,Key.space, 1651156108449912000
R,Key.space, 1651156108565257000
P,'c', 1651156108784248000
R,'c', 1651156108844010000
P,'h', 1651156108868253000
