
Kyeanna Parkin
**********************************
P,'f', 1654474851134999000
R,'f', 1654474851221232000
P,'a', 1654474851237132000
P,'c', 1654474851349349000
R,'a', 1654474851357169000
R,'c', 1654474851413260000
P,'e', 1654474851549357000
R,'e', 1654474851645258000
P,'b', 1654474851869260000
R,'b', 1654474851949232000
P,'o', 1654474852173213000
R,'o', 1654474852237215000
P,'o', 1654474852309252000
R,'o', 1654474852397230000
P,'k', 1654474852525235000
R,'k', 1654474852597171000
P,'.', 1654474852981796000
R,'.', 1654474853069897000
P,'c', 1654474853157903000
P,'o', 1654474853214824000
R,'c', 1654474853261802000
R,'o', 1654474853301863000
P,'m', 1654474853397889000
R,'m', 1654474853461844000
P,Key.enter, 1654474854933789000
R,Key.enter, 1654474855012920000
P,'f', 1654474863134172000
R,'f', 1654474863269400000
P,'p', 1654474863405115000
R,'p', 1654474863533293000
P,'d', 1654474864437245000
R,'d', 1654474864557276000
P,'1', 1654474865029310000
R,'1', 1654474865173270000
P,'s', 1654474865452543000
R,'s', 1654474865605176000
P,'o', 1654474865733173000
R,'o', 1654474865869233000
P,'c', 1654474866389204000
R,'c', 1654474866541211000
P,'i', 1654474866613208000
R,'i', 1654474866740859000
P,'a', 1654474866901239000
R,'a', 1654474867069152000
P,'l', 1654474867453173000
R,'l', 1654474867604740000
P,Key.shift, 1654474868581219000
P,'@', 1654474868917115000
R,'@', 1654474869060794000
R,Key.shift, 1654474869077063000
P,'g', 1654474869445002000
R,'g', 1654474869541055000
P,'m', 1654474869661056000
R,'m', 1654474869756937000
P,'a', 1654474869997032000
R,'a', 1654474870100939000
P,'i', 1654474870229025000
R,'i', 1654474870324897000
P,'l', 1654474870540994000
R,'l', 1654474870644752000
P,'.', 1654474870797019000
R,'.', 1654474870908897000
P,'c', 1654474870972937000
R,'c', 1654474871092856000
P,'o', 1654474871148981000
R,'o', 1654474871276963000
P,'m', 1654474871412976000
R,'m', 1654474871516959000
P,Key.shift, 1654474875716851000
R,Key.shift, 1654474876076710000
P,Key.shift, 1654474878844507000
R,Key.shift, 1654474879268181000
P,Key.cmd, 1654475016669690000
P,Key.tab, 1654475016933526000
R,Key.tab, 1654475017093568000
R,Key.cmd, 1654475017109008000
P,Key.cmd, 1654475017860880000
P,Key.tab, 1654475018036977000
R,Key.tab, 1654475018205062000
R,Key.cmd, 1654475018237696000
P,'T', 1654475026220902000
R,Key.shift, 1654475026293160000
R,'t', 1654475026308623000
P,'h', 1654475027284878000
R,'h', 1654475027404942000
P,'e', 1654475027460811000
R,'e', 1654475027580972000
P,'s', 1654475027821121000
R,'s', 1654475027940801000
P,'c', 1654475028036958000
R,'c', 1654475028148958000
P,'e', 1654475028276924000
R,'e', 1654475028413019000
P,'n', 1654475028420975000
R,'n', 1654475028541057000
P,'e', 1654475028548656000
R,'e', 1654475028636825000
P,Key.backspace, 1654475029596978000
R,Key.backspace, 1654475029660940000
P,Key.backspace, 1654475029741037000
R,Key.backspace, 1654475029812849000
P,Key.backspace, 1654475029884850000
R,Key.backspace, 1654475029956791000
P,Key.backspace, 1654475030012932000
R,Key.backspace, 1654475030052674000
P,Key.backspace, 1654475030492894000
R,Key.backspace, 1654475030524430000
P,Key.space, 1654475030588820000
R,Key.space, 1654475030740864000
P,'s', 1654475031268775000
R,'s', 1654475031396867000
P,'c', 1654475031460875000
R,'c', 1654475031588771000
P,'e', 1654475031652880000
R,'e', 1654475031772677000
P,'n', 1654475031828698000
R,'n', 1654475031932749000
P,'e', 1654475031940788000
R,'e', 1654475032036770000
P,Key.space, 1654475032124785000
R,Key.space, 1654475032220642000
P,'f', 1654475033124691000
R,'f', 1654475033228701000
P,'r', 1654475033268708000
R,'r', 1654475033356779000
P,'o', 1654475033380782000
R,'o', 1654475033492762000
P,'m', 1654475033588813000
R,'m', 1654475033684748000
P,Key.space, 1654475033796812000
R,Key.space, 1654475033884796000
P,Key.shift, 1654475033972817000
P,'C', 1654475034164680000
R,'C', 1654475034236662000
R,Key.shift, 1654475034244742000
P,'o', 1654475034660712000
P,'a', 1654475034716659000
R,'o', 1654475034739945000
R,'a', 1654475034836666000
P,'c', 1654475034996799000
R,'c', 1654475035084610000
P,'j', 1654475035124619000
R,'j', 1654475035196686000
P,Key.backspace, 1654475035676540000
R,Key.backspace, 1654475035812530000
P,'h', 1654475036340521000
R,'h', 1654475036436526000
P,Key.space, 1654475036508475000
R,Key.space, 1654475036620490000
P,Key.shift, 1654475036764716000
P,'C', 1654475036924582000
R,Key.shift, 1654475036988538000
R,'c', 1654475036996538000
P,'a', 1654475037076505000
R,'a', 1654475037204495000
P,'g', 1654475037500622000
R,'g', 1654475037572537000
P,Key.backspace, 1654475038148435000
R,Key.backspace, 1654475038260369000
P,'r', 1654475038956516000
P,'t', 1654475039092495000
R,'t', 1654475039180494000
P,'e', 1654475039196357000
R,'e', 1654475039284473000
P,'r', 1654475039820523000
R,'r', 1654475039964445000
P,Key.space, 1654475040116426000
R,Key.space, 1654475040212394000
P,'w', 1654475041012413000
R,'w', 1654475041124173000
P,'a', 1654475041236399000
R,'a', 1654475041340373000
P,'s', 1654475041428254000
R,'s', 1654475041532409000
P,Key.space, 1654475041548253000
R,Key.space, 1654475041660210000
P,'s', 1654475041684360000
R,'s', 1654475041772559000
P,'o', 1654475042196161000
R,'o', 1654475042340258000
P,Key.space, 1654475042508425000
R,Key.space, 1654475042628272000
P,'c', 1654475042892267000
R,'c', 1654475043004134000
P,'o', 1654475043076208000
R,'o', 1654475043172258000
P,'m', 1654475043284210000
R,'m', 1654475043388250000
P,'p', 1654475043708195000
R,'p', 1654475043820131000
P,'l', 1654475043948188000
R,'l', 1654475044020214000
P,Key.backspace, 1654475044412209000
R,Key.backspace, 1654475044524015000
P,'e', 1654475044563532000
R,'e', 1654475044675516000
P,'l', 1654475045108103000
R,'l', 1654475045212212000
P,'l', 1654475045276066000
R,'l', 1654475045372185000
P,'i', 1654475045524074000
R,'i', 1654475045620163000
P,'n', 1654475046028154000
R,'n', 1654475046148022000
P,'g', 1654475046180052000
R,'g', 1654475046316017000
P,Key.space, 1654475046404031000
R,Key.space, 1654475046508082000
P,'a', 1654475047148110000
R,'a', 1654475047259947000
P,'n', 1654475047292003000
R,'n', 1654475047403978000
P,'d', 1654475047483948000
R,'d', 1654475047603978000
P,Key.space, 1654475047659955000
R,Key.space, 1654475047756011000
P,'m', 1654475048772044000
R,'m', 1654475048859959000
P,'a', 1654475048867934000
R,'a', 1654475048979989000
P,'d', 1654475049172050000
R,'d', 1654475049251871000
P,'e', 1654475049363976000
R,'e', 1654475049467977000
P,Key.space, 1654475049539946000
R,Key.space, 1654475049643989000
P,'m', 1654475051067914000
R,'m', 1654475051147820000
P,'e', 1654475051203903000
R,'e', 1654475051307875000
P,Key.space, 1654475051339854000
R,Key.space, 1654475051427735000
P,'s', 1654475051603868000
R,'s', 1654475051731842000
P,'o', 1654475051795713000
R,'o', 1654475051899760000
P,Key.space, 1654475052227736000
R,Key.space, 1654475052347784000
P,'e', 1654475053179705000
R,'e', 1654475053307758000
R,'m', 1654475053483547000
P,'o', 1654475053635767000
R,'o', 1654475053739747000
P,'t', 1654475053819031000
R,'t', 1654475053947655000
P,'i', 1654475054355752000
R,'i', 1654475054467619000
P,'o', 1654475054571703000
R,'o', 1654475054667622000
P,'n', 1654475054779611000
R,'n', 1654475054859427000
P,'a', 1654475055227600000
R,'a', 1654475055355768000
P,'l', 1654475055435668000
R,'l', 1654475055539633000
P,'.', 1654475055787356000
R,'.', 1654475055891696000
P,Key.space, 1654475055995448000
R,Key.space, 1654475056115602000
P,Key.shift, 1654475057291664000
P,'I', 1654475057467612000
R,'I', 1654475057539483000
R,Key.shift, 1654475057555671000
P,Key.space, 1654475057819545000
R,Key.space, 1654475057931474000
P,'l', 1654475059179427000
R,'l', 1654475059315372000
P,'o', 1654475059403459000
R,'o', 1654475059499260000
P,'v', 1654475059531455000
R,'v', 1654475059659452000
P,'e', 1654475059715383000
R,'e', 1654475059819457000
P,Key.space, 1654475059851395000
R,Key.space, 1654475059955413000
P,'s', 1654475060363487000
R,'s', 1654475060475339000
P,'e', 1654475060579435000
R,'e', 1654475060659304000
P,'e', 1654475060723347000
R,'e', 1654475060835318000
P,'i', 1654475060875125000
R,'i', 1654475060947457000
P,'n', 1654475061027289000
R,'n', 1654475061115126000
P,'g', 1654475061139503000
R,'g', 1654475061243399000
P,Key.space, 1654475061250996000
R,Key.space, 1654475061347338000
P,'t', 1654475061387387000
R,'t', 1654475061571352000
P,'h', 1654475061595348000
R,'h', 1654475061691368000
P,'e', 1654475061787370000
R,'e', 1654475061883380000
P,'s', 1654475062027229000
R,'s', 1654475062139060000
P,'w', 1654475062259249000
R,'w', 1654475062371285000
P,Key.space, 1654475062427235000
R,Key.space, 1654475062539262000
P,Key.backspace, 1654475062948501000
R,Key.backspace, 1654475063043264000
P,Key.backspace, 1654475063115255000
R,Key.backspace, 1654475063227116000
P,'e', 1654475063699219000
R,'e', 1654475063803154000
P,Key.space, 1654475063835202000
R,Key.space, 1654475063955182000
P,'p', 1654475064139232000
R,'p', 1654475064235090000
P,'s', 1654475064395151000
R,'s', 1654475064531193000
P,Key.backspace, 1654475064835247000
R,Key.backspace, 1654475064963237000
P,'o', 1654475065139181000
R,'o', 1654475065234947000
P,'s', 1654475065259166000
R,'s', 1654475065355163000
P,'i', 1654475065771264000
P,'t', 1654475065891164000
R,'t', 1654475066003038000
P,'i', 1654475066010715000
R,'i', 1654475066091128000
P,'v', 1654475066235061000
R,'v', 1654475066322943000
P,'e', 1654475066427048000
R,'e', 1654475066571253000
P,Key.space, 1654475066571928000
R,Key.space, 1654475066675068000
P,'r', 1654475067915056000
R,'r', 1654475068019031000
P,'e', 1654475068122937000
R,'e', 1654475068218811000
P,Key.backspace, 1654475069250828000
R,Key.backspace, 1654475069378902000
P,Key.backspace, 1654475069506960000
R,Key.backspace, 1654475069586857000
P,'s', 1654475070058872000
