
Abigail Rabbany
**********************************
P,Key.cmd, 1651765088733738000
P,Key.tab, 1651765088987318000
R,Key.tab, 1651765089171425000
R,Key.cmd, 1651765089195028000
R,<0>, 1651765089450344000
P,'f', 1651765092693130000
P,'a', 1651765092746444000
R,'f', 1651765092758148000
R,'a', 1651765092882711000
P,'c', 1651765092886012000
R,'c', 1651765092951509000
P,'e', 1651765093045565000
R,'e', 1651765093173608000
P,'b', 1651765093316350000
R,'b', 1651765093384461000
P,'o', 1651765093589685000
R,'o', 1651765093652637000
P,'o', 1651765093724276000
R,'o', 1651765093788748000
P,'k', 1651765093893555000
R,'k', 1651765093964552000
P,Key.enter, 1651765094101744000
R,Key.enter, 1651765094208682000
P,'f', 1651765100105723000
R,'f', 1651765100213472000
P,'p', 1651765100720231000
R,'p', 1651765100816644000
P,'d', 1651765102476527000
R,'d', 1651765102565587000
P,'1', 1651765103087652000
R,'1', 1651765103179563000
P,'s', 1651765104102788000
R,'s', 1651765104199538000
P,'o', 1651765104270656000
R,'o', 1651765104424423000
P,'c', 1651765104480567000
R,'c', 1651765104608352000
P,'i', 1651765104664143000
R,'i', 1651765104757467000
P,'a', 1651765104763240000
R,'a', 1651765104919629000
P,'l', 1651765104931874000
R,'l', 1651765105004694000
P,Key.shift, 1651765106163447000
P,'@', 1651765106352845000
R,'@', 1651765106431411000
R,Key.shift, 1651765106470993000
P,'g', 1651765106812996000
R,'g', 1651765106877562000
P,'m', 1651765107002406000
R,'m', 1651765107090310000
P,'a', 1651765107105329000
R,'a', 1651765107217513000
P,'i', 1651765107246285000
R,'i', 1651765107315550000
P,'l', 1651765107417371000
R,'l', 1651765107493661000
P,'.', 1651765108167589000
R,'.', 1651765108259837000
P,'c', 1651765108479250000
R,'c', 1651765108570876000
P,'o', 1651765108628815000
R,'o', 1651765108721921000
P,'m', 1651765108837478000
R,'m', 1651765108941497000
P,Key.tab, 1651765109001007000
R,Key.tab, 1651765109156422000
P,Key.shift, 1651765110274397000
R,Key.shift, 1651765110722419000
P,Key.shift, 1651765112370601000
R,Key.shift, 1651765112762646000
P,Key.shift, 1651765116536986000
R,Key.shift, 1651765116854416000
P,Key.shift, 1651765119102664000
R,Key.shift, 1651765119330516000
P,Key.shift, 1651765152782360000
P,'T', 1651765152859581000
R,'T', 1651765152910173000
R,Key.shift, 1651765152975494000
P,'h', 1651765153084385000
P,'i', 1651765153909655000
R,'i', 1651765153997876000
P,'s', 1651765154097099000
R,'s', 1651765154244690000
P,Key.space, 1651765154256039000
R,Key.space, 1651765154352346000
P,'w', 1651765154356483000
R,'w', 1651765154468664000
P,'s', 1651765154779417000
R,'s', 1651765154871538000
P,Key.space, 1651765154883342000
R,Key.space, 1651765154967743000
P,Key.backspace, 1651765155567527000
R,Key.backspace, 1651765155658620000
P,Key.backspace, 1651765155728837000
R,Key.backspace, 1651765155820741000
P,'a', 1651765155944548000
R,'a', 1651765156039923000
P,'s', 1651765156148849000
R,'s', 1651765156280829000
P,Key.space, 1651765156394282000
R,Key.space, 1651765156470387000
P,'r', 1651765157158554000
R,'r', 1651765157234405000
P,'e', 1651765157259392000
R,'e', 1651765157347695000
P,'a', 1651765157484360000
R,'a', 1651765157588656000
P,'l', 1651765157645478000
R,'l', 1651765157705047000
P,'l', 1651765157787558000
R,'l', 1651765157867800000
P,'y', 1651765158047652000
R,'y', 1651765158127937000
